city,state,country,product_type,event_id,recalling_firm,address_1,product_description,reason_for_recall 
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Sweet Dijon Onion"" (salad product) packed in 7.6oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,AIOS Synergy for Men Capsules 120ct Bottle,During an FDA investigation the firm was notified that the product contains undeclared milk.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Adrenalyne Razzled Up Blue Raspberry 25oz jar,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott EleCare Jr Amino Acid-Based Nutrition Powder Banana 14.1oz. can.  6 cans per case.     Item numbers:  66275    Retail UPCs:   070074662763,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13oz Southwest Kit   UPC:0-71430-01701-2  SKU: 2776,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Medina,OH,United States,Food,89313,Sandridge Food Corporation,133 Commerce Dr,"Macaroni & Cheese, Macarrones con Queso; 3-5 lb pouches/bolsas, NET WT/PESO NETO 240 OZ (15 LB) 6.80 kg; distributed by Gordon Food Service, Reorder No. 540061, Vendor Item # 4357505, Perishable. Keep Refrigerated. Perecedero. Mantener Refrigerado.",Undeclared Egg Allergen
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Spring Mix"" (salad product) packed in 5oz., 10oz., 11oz., and 16oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Roma Sliced"" (salad product) packed in 1.5lb. packages",potential to be contaminated with Listeria monocytogenes
Neptune,NJ,United States,Food,89692,"Gourmet Kitchen, Inc.",1238 Corlies Ave,"14"" Raw Buttermilk Breakfast Tart with Cranberries, Apples & Granola P2004 (9 Frozen Pancakes). Barcode: 0106915030162004992201921137",Undeclared almonds
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chopped Kale Pecan Cranberry"" (salad product) packed in 9.5oz. packages",potential to be contaminated with Listeria monocytogenes
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac For Spit Up Infant Formula with Iron 12.5oz. can. 6 cans per case.    Item numbers:  5095976    Retail UPCs:   070074509600,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Vista,CA,United States,Food,89741,"RMJV, LP dba Fresh Creative Foods",3285 Corporate Vw,"Fresh Creative Foods PLANT BASED CHICKEN CHIPOTLE PASTA SALAD KIT 2/5.8125 LB  UPC: 10013454381820 Item # 404996 Kit Components: 2/4.5 lb. tubs of Chipotle Pasta Salad; 2/15 oz. bags of plant based chipotle seasoned protein strips 2/5 oz. bags of shredded cheddar cheese  distributed by: Fresh Creative Foods, Vista, CA 92081",During manufacturing pieces of hard clear plastic was found. Upon investigation the source was identified as ice purchased from supplier.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chopped Kale"" (salad product) packed in 11.9oz. and 12.2oz. packages",potential to be contaminated with Listeria monocytogenes
New Albany,OH,United States,Food,89649,RON DAVIES JR,8200 Central College Rd,Bob Evan's Sour Cream & Chive Mashed Potatoes  24oz plastic trays with clear film and sleeve over wrap sold as singles to consumers,Incorrect packaging for product resulting in an undeclared wheat allergen
Pittsburgh,PA,United States,Food,89147,"Giant Eagle, Inc.",101 Kappa Dr,"Giant Eagle Diced Green Peppers, 10 oz. 283 g, Frozen bag, 12 packages per case , Best By 10/14/2023 .","Giant Eagle, Inc., Pittsburgh, PA has initiated a recall of Giant Eagle Diced Green Peppers, 10 oz. 283 g, Frozen bag, 12 packages per case, Best By 10/14/2023 because the product tested positive for Listeriosis Monocytogenes."
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13.6oz Sunflower Crunch Chopped Kit  Product UPC 071430000342,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Rad Health Inc. Rad Jaw Capsules 120ct Bottles UPC CODE 1 95893 50782 5,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Arieyl Unleash the Beast Roar Capsules 90ct Bottle UPC CODE 7 28614 78210 4,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 12oz Classic Iceberg  Product UPC 681131328944  Marketside 24oz Classic Iceberg Salad  Product UPC 681131328951,Potential Listeria monocytogenes
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Raspberry Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Battleboro,NC,United States,Food,89319,Poppies International INC,6610 Corporation Pkwy,"taste of Inspirations CREME PUFFS Whipped Cream Filled Pastry NET WT 13.2 OZ (375g)  30ct UPC: 7 25439 99597 9, DISTRIBUTED BY: DZA BRANDS, LLC SALISBURY, NC 28247",The firm found small pieces of metal in the bakery palm oil silo which were not able to be detected every pass through the metal detector.
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Blueberry Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Dube Ortho & PT 144 Bottles Capsules 60ct No UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Vineburg,CA,United States,Food,89484,Siren Snacks,20579 8th St E,"Siren Birthday Cake Protein Bites, Item # 1104, brand Siren Snacks, packaged in 1.7 oz (48g) plastic pouch, 10 individual pouches per caddie. Caddie UPC: 8-62768-00049-0; Pouch UPC: 8 62768-00048-3.    The affected label is read in parts: ""***12G PLANT PROTEIN***INGREDIENTS: Plant Protein Blend (Pea Protein, Almond Protein), Dates, Organic Tapioca Syrup, Coconut Oil, Chicory Root Fiber, Vegetable Glycerin, Rainbow Sprinkles ***Natural Flavors, Dutch Cocoa, Sea Salt, Monk Fruit Extract ***Contains Tree Nuts (Almonds, Coconut)***"".",Undeclared cashews and almond butter allergens
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Genius Plus Focus Capsules 4ct Package UPC CODE 0 40232 02830,During an FDA investigation the firm was notified that the product contains undeclared milk.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"ETEDREAM ETEGROW ISO SNICKER DOODLE NET WEIGHT: 1950G (68.78OZ plastic jug, INGREDIENTS: Whey Protein Isolate, Coconut Milk***Lactase. Manufactured For: ETEDREAM 207 SE Newton Dr. Burleson, Texas 76028 UPC 7 28614 78368 2",During an FDA investigation the firm was notified of the product contains undeclared milk.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,KO Nutrition Essential Health Tropical Fruit Punch 25oz jar UPC CODE 7 28614 77414 7,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 10 oz  Very Veggie / Ranache de Legumes  UPC: 0-71430-01008-2  SKU: 2684,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 10oz Caesar Kit  Product UPC 071430008065  Lidl 10oz Caesar Kit  Product UPC 20737740  Little Salad Bar 10.65oz Caesar Kit  Product UPC 4099100263923  Little Salad Bar 10oz Caesar Kit  Product UPC 4099100087000  Dole 11.3oz Ultimate Caesar Kit  Product UPC 071430017029  Marketside 15oz Caesar Kit  Product UPC 681131387446  Marketside 23.5oz Family Caesar Kit  Product UPC 681131387460,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Edel's LLC Edel Beauty Collagen Coconut 25oz jar UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Boerne,TX,United States,Food,89594,"Texas Star Nut and Food Co., Inc.",206 Market Ave,Nature's Eats Balance Hearty Mix 16 oz. UPC 832112003842 packaged in cello bag 5 bags per case,Undeclared milk
Hillsboro,OR,United States,Food,89273,Beaverton Foods Inc,7100 Ne Century Blvd,"Inglehoffer Seafood Tartar Sauce With Lemon & Capers, 8.25oz (234g) jar,  UPC  0 71828 01114 1.  The label is read in parts: ""***Inglehoffer*** Seafood TARTAR SAUCE WITH LEMON & CAPERS*** INGREDIENTS: SOYBEAN OIL, WATER, CUCUMBERS, EGGS, WHITE DISTILLED VINEGAR, SALT, MUSTARD SEED, LEMON JUICE, HIGH FRUCTOSE CORN SYRUP, ONIONS, CORN SYRUP, SUGAR, XANTHAN GUM, SPICES, NATURAL FLAVORS, PRESERVATIVES ***Packed by Beaverton Foods Inc. ***"".",Undeclared soy in Tartar sauce.  Ingredients statement declares soybean oil.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 12 oz American Blend  UPC: 0-11110-91041-7  SKU: 3003,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Sweet Hearts"" (salad product) packed in 9oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Wycked Naturals Pre OG2 Tiger's Blood 25oz Jar UPC CODE 0 51497 12954 5,During an FDA investigation the firm was notified that the product contains undeclared milk.
Stuart,FL,United States,Food,89664,"Edible Spirits, Inc",6058 Se Federal Hwy,Key Lime Rum,"Failure to declare product ingredients including allergens (eggs, wheat, milk, tree nuts)."
Long Island City,NY,United States,Food,89459,B.C.S. International Corporation,4715 33rd St,"Dr. Snack Goji Berry; PACKED FOR B.C.S. INTERNATIONAL CORP; 4.5oz, 6oz, 9oz packs clear plastic packs and 5lb cardboard boxes",Product contains undeclared sulfites.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Super Greens"" (salad product) packed in 5oz. and 16oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 10oz Shredded Carrot  Product UPC 071430000281,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 13.7oz Asian Chopped Kit  Product UPC 681131305150,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Battleborn Nutrition 5th Gear PWO Sour Candy 44oz Jar UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Syracuse,NY,United States,Food,89325,G&C Food Distributors & Brokers Inc.,3407 Walters Rd,"WHITE CHEDDAR CHEESE; INGREDIENTS: CULTURED PASTEURIZED MILK, SALT, ENZYMES; Distributed By: G&C Foods; ALLERGEN: MILK; CONTAINS: 1 BAG; Product is for Food Service Only; KEEP REFRIGERATED",Product may contain undeclared wheat.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,DH Nutra Define Thermogenic	Capsules	90ct Bottle	UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Chemix Natabolic Capsules 240ct Bottle UPC CODE 8 60003 22042 9,During an FDA investigation the firm was notified that the product contains undeclared milk.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Sweet Lettuce"" (salad product) packed in 5oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 10oz  Very Veggie  UPC: 0-71430-01008-2  SKU: 532,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Green Bay,WI,United States,Food,89220,"Kitchen Fresh Foods, LLC",1375 Gruber Rd,"Chili & Cheese Brat on Pretzel Bun, Item Number 1098, Net Wt. 6.5 oz(185g),  UPC 7 47804-01098 8.   Keep Refrigerated.  Packaged under the following brands:   1.  Grabn'Go,  MFG BY:  KF Foods, Green Bay, WI  54313;    2.  Fox River Vending Inc.  Dst By:  Fox River Appleton WI, 54915;    3.  Home Town Deli, Dst By:  Hometown Vending, Oaklawn IL  60453;    4.  Pavlic Vending, Dst By:  Palvic Vending, Waukesha, WI  53186;    5.  Vacationland Vendors, Dst By:  Vacationland Vendors, Wisconsin Dells, WI 53965;    6.  Fresh Choices, First Choice Food & Beverage Solutions, Dist By:  First Choice St. Cloud, MN  55302;    7.  Fresh to You, Mfg By:  K.F. Foods LLC, Green Bay, WI  54313;    8.  Aramark, Mfg For:  Aramark Phildelphia PA,  19107;    9.  Metro Bistro, Dst By:  Midwest Vending - Burnsville MN  55337;    10.  Meals in Minutes, Mfg By:  KF Foods - Green Bay WI  54313;",Sandwich was made with non-fully cooked sausage.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 9.1 oz  Peppercorn Ranch / Ranch et Poivre  UPC: 0-71430-00098-4  SKU: 1011,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Ahold 5oz Spring Mix  Product UPC 688267011191  Dole 5oz Organic Spring Mix Clamshell  Product UPC 071430846254  Kroger 10oz Spring Mix Clamshell  Product UPC 011110910523  Dole 5oz Spring Mix  Product UPC 071430009437  Kroger 16oz Organic Spring Mix Clamshell  Product UPC 111110911308  Kroger 5oz Organic Spring Mix Clamshell  Product UPC 111110911315  Kroger 5oz Spring Mix Clamshell  Product UPC 011110910516  Lidl 11oz Spring Mix Clamshell  Product UPC 4056489503569  Lidl 5oz Spring Mix  Product UPC 20737702  Little Salad Bar 5oz Spring Mix  Product UPC 4099100083507  Marketside 16oz Organic Spring Mix Clamshell  Product UPC 681131354769  Marketside 5oz Organic Spring Mix Clamshell  Product UPC 681131354776  Marketside 5oz Spring Mix  Product UPC 681131354998  Naturally Better 16oz Organic Spring Mix Clamshell  Product UPC 607880203424  Naturally Better 5oz Organic Spring Mix Clamshell  Product UPC 607880203387  Natures Promise 10oz Organic Spring Mix Clamshell  Product UPC 688267548871  Simply Nature 16oz Organic Spring Mix Clamshell  Product UPC 4099100088632,Potential Listeria monocytogenes
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,"Curry Leaf Powder (Karevepaku Podi), packaged in white plastic pouch, net wt. 1/4 KG (250 grams).  No UPC.  Labeled with Aroma Meats but has no address.  The label is read in parts: ""***CURRY LEAF POWDER (Karevepaku Podi)*** FRESH POWDERS***1/4 KG (250gms) ***AROMA MEATS***"".",Product was from unapproved source.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 8oz. Shredded Iceberg Lettuce  UPC: 0-11110-91613-6  SKU: 3029,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Millersburg,OH,United States,Food,89752,Stutzman Farms,6197 Township Road 605,"Stutzman Farms Organic Einkorn Berries sold in bulk, or in 25lb and 50lb bags",Undeclared Allergen - Wheat
Verona,VA,United States,Food,89628,Flow Beverages Inc.,33 Lakeview Ct,Flow Alkaline Spring Water - Organic lemon & ginger flavored water. 500 ml unit . Tetra Pak paper carton.,"Flow Beverages Inc., 33 Lakeview CT., Verona, VA, 24482 is initiating a recall of  Flow Alkaline Spring Water - Organic lemon & ginger flavored water, 500 ml 12 units per case, Lots 2023AUG29 V5 and 2023AUG29 V5 because of four (4) customer complaints of alleged adverse reactions following the consumption of Flow organic lemon + ginger flavored water, 16.9 fl oz. (500 ml),"
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Apple Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,AIOS Synergy for Women Capsules 120ct Bottle,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Ahold 12oz American Blend  Product UPC 688267011535  Lidl 12oz American  Product UPC 4056489210511  Dole 12oz American Blend  Product UPC 071430009338,Potential Listeria monocytogenes
Denver,CO,United States,Food,89586,"Ardent Mills, LLC",1875 Lawrence St,"Ardent Mills Hotel and Restaurant All Purpose Flour - AA, 50 lb. (22.68kg) bag, UPC 6 78008 00053 9, Ardent Mills, Denver, CO 80202. Milled in Alton, IL.","Raw, untreated flour tested positive for Salmonella."
Diamond Bar,CA,United States,Food,89608,Vbest Inc,23555 Golden Springs Dr Ste H,"Salted Dried Plums, 500kgcartons, 20kgs plastic bag/carton",Firm supplied salted dried plums (Saladitos) to two firms who are recalling due to high lead levels in product found by California Department of Public Health sampling.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 11oz Spring Mix w/ Greenleaf Clamshell  Product UPC 681131355001,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Presidents Choice 12 oz Garden Salad / Le Choix du President Salade Jardiniere  UPC: 0-60383-22268-0    SKU: 3234,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Boulder,CO,United States,Food,89427,LILY'S SWEETS LLC,4840 Pearl East Cir Ste 201e,"Lily s Peppermint Flavor Baking Chips, 7 oz. Pouch","Lily s Sweets, LLC  has initiated a recall of Lily s Peppermint Flavor Baking Chips , 7 oz. pouch, 6 pouches per case, corrugated case because the presence of soy lecithin."
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Coleslaw"" (salad product) packed in 14oz., 16oz, and 24oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Baby Kale"" (salad product) packed in 5oz. packages",potential to be contaminated with Listeria monocytogenes
San Diego,CA,United States,Food,89531,El Chavito,8690 Kerns St,"El Chavito¿ Saladitos Enchilados Salted Plums with Chili, net wt. 1.7 oz., Individual UPC 859470006070, Master Case UPC 859470006612.",Potential to be contaminated with lead.
Hermosa Beach,CA,United States,Food,89541,Pacific Golden Coast Trading Inc,446 Monterey Blvd Apt K1,"Dried salted plum, packaged in 22 lbs. carton.  Product of China.",Elevated levels for lead.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Fit Mind Fit Body Cellugone Max Watermelon 25oz NO UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Commerce,CA,United States,Food,89540,GOLDEN MEDAL MUSHROOM INC,2770 Vail Ave,"Enoki Mushrooms, brand Xuerong, net wt. 200g/7.05-ounce packages, UPC 6 953150 100684.        Product sent to distributor is packaged in a brown cardboard master case.  The product name ""ENOKI MUSHROOM"" and other information in Chinese are printed in green color.  The code ""300511"" is printed in blue color.",Michigan Department of Agriculture and Rural Development sampled product and Listeria monocytogenes was detected.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Cognito Naturals Zen X	Capsules 60ct Bottle UPC CODE X002OKS2B9,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,President's Choice 13oz Southwest Salad Kit / Le Choix du President Sud-Ouest  UPC:0-60383-02319-5  SKU: 3282,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Richardson,TX,United States,Food,89557,Mohammad Mayha,1851 N Greenville Ave,"Jaguar Power Honey packaged in a gold paper box with black writing, 12 sachets per box UPC 3553314142227",Contains hidden drug ingredient
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Baby Spinach"" (salad product) packed in 5oz., 10oz., and 16oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Liquid Luck Liquid Lucky Fruit Punch	Fruit Punch Sample NO UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 12oz Garden Salad / Salade Du Jardin  UPC:0-71430-01135-5  SKU: 2673,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Fancy Greens"" (salad product) packed in 7oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Mixed Greens"" (salad product) packed in 5oz. packages",potential to be contaminated with Listeria monocytogenes
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott EleCare Infant Formula Unflavoured 400g can.  6 cans per case.  Item number 5466539   Retail unit UPC 070074104591,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Spring Mix"" (salad product) packed in 5oz., 10oz., and 16oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Parisienne Supreme"" (salad product) packed in 16oz. packages",potential to be contaminated with Listeria monocytogenes
Eden Prairie,MN,United States,Food,89491,SunOpta Grains and Foods Inc.,7078 Shady Oak Rd,"Kirkland Signature Organic Soy Non-Dairy Beverage Vanilla;  12- 32 oz. cartons (note- 12 count consumer display case)    SunOpta Item number 1243803  Individual Carton UPC:  0 96619 99861 6;   12 x 32 oz. container carton UPC: 096619 49000 4    Ambient, keep refrigerated after opening. Best if used within 7   10 days after opening, not to be used as infant formula.    Distributed by: Costco Wholesale Corporation  P.O. Box 34535  Seattle, WA 98124",Product that did not meet quality standards was released in error. Complaints of spoilage received.
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Hot Dog Buns, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Portland,OR,United States,Food,89763,HumbleHungryHappy LLC,3271 Nw 29th Ave,"Bison Breakfast, packaged meal, net wt. 11.5oz.  Product is fully cooked, refrigerated, and to-be-reheated by consumers for immediate consumption. Product is packaged in a rectangular flexible plastic clamshell covered with plastic film lid.    Product label is read in parts: ""***BISON BREAKFAST*** Ingredients: Ground Bison, Egg (4:1 Whites: Yolk, Sweet Potatoes, Parsley, Celery, Green Onions, Worcestershire Sauce, Extra Virgin Olive Oil, Garlic, Pepper, Roasted Garlic, Onion Powder, Pink Himalayan Sea Salt, Creole Blend, Cumin *** Contains: Eggs, Fish***Made in a kitchen that uses eggs, fish, milk, peanut, shellfish, soy, tree nuts.  Produced at My Fit Foods 3271 NW 29th Ave. Portland, OR 97210***"".",Contains statement declares Fish but does not specify the name of fish.
Mobile,AL,United States,Food,89724,Tony's Tejas Salsa,10 Springdale Blvd,Port City Soups  Creole Gumbo  32oz glass mason jar  sold by individual unit,Production Process not approved for acidified foods.
Fresno,CA,United States,Food,89492,"Lyons Magnus, Inc",3158 E Hamilton Ave,"Dunkin Caramel Swirl:  6x 64 fl. oz. per case.  Product number 4862    UPC case: 10045796048628  Ingredients: Sweetened condensed nonfat milk, high fructose corn syrup, sugar water, brown sugar, caramel color, natural flavors, potassium sorbate (a Preservative), salt.  Allergens: Milk    Dunkin Mocha Swirl label on inside packages:  Ingredients: High Fructose Corn Syrup, Sugar Water, cocoa processed with alkali, natural flavors, citric acid, potassium sorbate (a preservative) salt.  Allergens: None    Prepared exclusively for Dunkin Brands  Canton, MA    Case correctly labeled as Caramel Swirl.  Individual containers inside case are incorrectly labeled as Dunkin Mocha Swirl - milk is not declared as allergen",Undeclared milk allergen due to mislabeling.
Vista,CA,United States,Food,89741,"RMJV, LP dba Fresh Creative Foods",3285 Corporate Vw,"BASIL PESTO SAUCE FIRST STREET 6/8 OZ  UPC: 0 41512 15550 5 Perishable. Keep refrigerated.  Distributed by Amerifoods Trading Co. Los Angeles, CA 90051",During manufacturing pieces of hard clear plastic was found. Upon investigation the source was identified as ice purchased from supplier.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Simply Nature 5oz Organic Baby Spinach and Arugula Clamshell  Product UPC 4099100087994,Potential Listeria monocytogenes
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Chocolate Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 12 oz Veggie Blend  UPC: 0-11110-91048-6  SKU: 3013,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Vernon,CA,United States,Food,89567,"Jan Fruits, Inc.",4265 Charter St,"Taiwan Best Quality Enoki Natural Mushrooms,  Premium  200g/7.5 oz. clear plastic package.  50 pcs per box.    Manufacturer: Changhua County Mushroom Production Cooperative;  Distributed by Jan Fruits.    UPC: 8 51084 00835 8",California Department of Public Health sampled product and found it to contain Listeria monocytogenes.
Vista,CA,United States,Food,89582,American Gourmet,1259 Activity Dr Ste A,American Gourmet Saladitos (Dried Salted Plums) 1.5 oz. package UPC: 1578600104,California Department of Public Health sampled product and found it to contain high levels of lead.
